SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR
85977,9,2,1,35,,2,2,1,,1,2,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,6,6,1,3,0,2,32,1,4,1,5,23130.36,24045.30,1,121,15,15,3.13
85978,9,2,2,68,,3,3,1,,2,,2,1,9,,5,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,1,69,1,5,1,5,163921.68,170956.34,2,122,15,15,5.00
85979,9,2,1,2,,2,2,2,28,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,7,1,4,0,2,39,1,4,1,3,10546.79,11689.08,1,123,9,9,1.47
85980,9,2,1,30,,2,2,1,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,30,1,2,1,4,34343.54,35350.72,2,127,6,6,1.05
85981,9,2,1,29,,2,2,1,,2,,2,2,3,,2,5,,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,1,29,2,2,5,,33238.36,34308.81,1,120,9,6,2.55
85982,9,2,1,8,,4,4,1,102,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,1,2,64,1,5,2,,9312.43,9611.08,2,132,12,12,
85983,9,2,1,29,,4,4,1,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,7,7,3,1,1,2,60,,,1,,25505.68,25504.23,1,125,2,2,0.18
85984,9,2,2,4,,3,3,2,54,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,3,1,0,2,37,1,5,1,5,66394.70,67180.39,1,132,15,15,4.30
85985,9,2,1,10,,5,6,2,122,,,1,1,,4,,,,1,1,2,1,2,2,,,,,6,6,0,2,1,1,54,2,3,1,4,12693.84,12562.21,2,129,15,15,5.00
85986,9,2,1,77,,3,3,2,,1,2,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,1,1,77,1,3,1,3,15694.37,15916.91,1,130,6,6,1.82
85987,9,2,2,7,,3,3,1,86,,,1,1,,0,,,,1,1,2,1,2,2,,,,,4,4,0,1,1,2,63,1,3,3,,57763.77,56966.63,2,127,15,15,4.94
85988,9,2,1,17,,5,7,2,207,2,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,1,0,1,55,1,3,1,4,89924.75,93908.51,1,130,14,14,3.09
85989,9,2,1,2,,3,3,2,34,,,1,1,,,,,,1,1,2,,,,,,,,4,4,2,0,0,1,35,,,6,,18902.47,22273.05,2,130,,,
85990,9,2,2,50,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,1,50,1,4,1,4,121862.83,121723.50,2,120,15,15,5.00
85991,9,2,1,19,,4,4,2,228,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,6,6,1,1,1,2,51,2,2,1,3,13441.31,13353.83,1,119,99,99,
85992,9,2,1,31,,5,7,2,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,6,6,3,1,0,2,32,1,3,6,,27818.98,28679.69,2,124,6,6,1.03
85993,9,2,2,6,,3,3,2,82,,,1,1,,0,,,,1,1,2,1,2,2,,,,,4,4,0,2,0,1,41,1,4,6,,34010.46,38538.98,2,126,15,15,4.12
85994,9,2,2,43,,1,1,1,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,4,4,2,0,0,2,43,1,5,1,5,28026.87,28249.64,2,121,15,15,5.00
85995,9,2,1,42,,5,6,2,,2,,2,2,1,,5,1,,1,2,1,1,2,1,1,2,1,3,3,3,0,1,0,1,42,2,5,1,4,21939.90,22987.96,2,124,6,6,1.40
85996,9,2,2,54,,4,4,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,54,1,5,1,5,17435.86,18231.94,2,133,12,12,
85997,9,2,2,80,,3,3,1,,2,,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,80,1,5,3,,57053.94,63301.86,2,121,5,5,2.02
85998,9,2,1,80,,1,1,1,,2,,2,1,99,,9,2,,1,1,2,1,2,2,2,1,2,,5,5,0,2,1,2,40,1,4,3,,10685.98,10772.69,1,121,7,7,1.41
85999,9,2,2,11,,3,3,2,134,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,35,1,4,1,5,60777.73,59988.33,1,122,4,4,0.74
86000,9,2,1,37,,5,7,1,,2,,1,1,,,2,6,,1,2,2,1,2,2,1,2,2,1,5,5,1,2,0,1,37,1,2,6,,33434.17,34468.62,1,120,9,9,2.15
86001,9,2,1,0,4,4,4,2,5,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,7,3,2,0,2,29,1,2,4,,7251.90,7356.81,2,126,2,2,0.24
86002,9,2,2,61,,4,4,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,1,66,1,4,1,4,19182.78,25888.02,2,133,5,5,1.09
86003,9,2,2,62,,3,3,1,,2,,1,1,,,4,3,,1,2,2,1,2,2,,,,,1,1,0,0,1,2,62,1,4,3,,123985.91,129306.73,2,125,3,3,1.19
86004,9,1,2,57,,2,2,,,2,,1,1,,,4,2,,1,2,2,1,2,2,,,,,2,2,0,0,0,2,57,1,4,2,,17523.91,0.00,2,131,3,3,0.69
86005,9,2,2,55,,2,2,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,4,4,2,0,0,2,55,1,4,1,,12266.30,13950.20,2,131,14,14,3.91
86006,9,2,2,12,,1,1,1,149,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,59,1,4,1,2,15891.45,16105.92,1,127,14,14,3.30
86007,9,2,2,46,,5,6,1,,2,,2,1,5,,5,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,48,2,5,1,5,24849.50,25240.13,2,122,15,15,5.00
86008,9,2,1,6,,4,4,2,80,,,1,1,,0,,,,1,1,2,1,2,2,,,,,4,4,1,1,0,2,25,2,3,1,3,16559.02,17253.62,2,130,6,6,1.23
86009,9,2,2,33,,3,3,2,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,7,7,0,4,0,2,33,1,4,1,4,46846.41,48033.76,1,130,14,14,2.04
86010,9,2,1,55,,4,4,1,,1,2,1,1,,,2,3,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,54,1,4,6,,21420.61,22281.32,1,131,9,9,2.78
86011,9,2,2,45,,5,6,1,,2,,2,1,6,,3,1,,1,2,1,1,2,1,1,2,1,3,3,3,0,1,1,1,61,2,3,1,3,27955.69,33069.42,2,122,15,15,5.00
86012,9,2,1,2,,4,4,2,29,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,3,0,0,2,23,1,2,5,,8547.75,8985.70,1,132,1,1,0.01
86013,9,2,2,64,,2,2,1,,2,,2,2,4,,5,3,,2,2,2,2,2,2,2,2,2,2,3,3,0,0,1,2,64,2,5,3,,7791.99,7995.28,1,124,10,10,3.48
86014,9,2,1,39,,1,1,1,,1,1,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,5,5,1,2,0,1,39,1,4,1,5,25036.18,26026.51,1,127,15,15,3.87
86015,9,1,1,31,,4,4,,,1,1,1,1,,,3,6,,1,2,2,1,2,2,,,,,3,3,1,0,0,2,28,1,5,1,3,32660.42,0.00,1,132,10,10,3.48
86016,9,2,1,11,,1,1,1,140,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,7,7,1,2,0,1,47,2,4,1,2,12862.23,15326.04,1,133,14,14,2.18
86017,9,2,1,70,,3,3,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,70,1,4,1,3,19744.08,20024.05,1,125,6,6,1.81
86018,9,2,2,72,,5,6,1,,2,,2,1,6,,3,3,,1,2,1,1,2,2,,,,,6,6,1,1,1,2,72,2,3,3,,20378.47,21966.25,2,129,9,9,1.84
86019,9,2,1,26,,3,3,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,26,1,5,1,5,103679.71,111459.27,2,133,8,8,2.81
86020,9,2,1,0,5,3,3,2,6,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,2,32,1,5,1,5,13649.56,15284.77,2,128,14,14,3.29
86021,9,2,1,42,,1,1,1,,2,,2,2,4,,1,2,,2,2,2,2,2,2,2,2,1,2,2,1,0,1,0,1,42,2,1,2,,42029.84,42690.72,1,128,3,3,0.89
86022,9,2,2,23,,3,3,2,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,23,1,4,5,,77433.04,75787.57,2,129,7,2,0.55
86023,9,2,2,14,,2,2,2,175,,,1,1,,7,,,,2,1,1,2,2,1,1,2,2,1,6,6,0,3,0,1,38,2,1,1,1,15547.61,17942.30,1,120,6,6,1.04
86024,9,2,2,13,,1,1,1,157,,,1,1,,7,,,,2,1,2,2,2,2,1,2,2,1,5,5,2,1,0,2,40,2,1,4,,12190.64,12251.60,1,120,4,4,0.56
86025,9,2,2,0,5,1,1,1,6,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,1,35,1,5,1,5,7528.20,7743.34,2,121,15,15,5.00
86026,9,2,1,61,,1,1,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,61,1,3,1,3,9806.71,9630.95,1,123,5,5,1.32
86027,9,2,2,25,,3,3,2,,2,,1,1,,,5,5,3,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,25,1,5,5,,55185.77,62396.98,2,119,6,3,0.84
86028,9,2,2,56,,1,1,1,,2,,1,1,,,1,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,56,1,1,3,,11709.11,11742.15,1,121,6,6,2.12
86029,9,2,2,26,,3,3,2,,2,,1,1,,,5,5,2,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,1,59,1,5,1,4,89469.07,90541.34,1,126,15,15,4.54
86030,9,2,2,4,,4,4,2,52,,,1,1,,,,,,1,1,2,1,2,2,,,,,2,2,1,0,0,2,36,1,3,5,,9554.22,9931.21,2,131,4,4,1.20
86031,9,2,2,22,,1,1,1,,2,,1,1,,,4,5,2,2,2,2,2,2,2,1,2,2,1,7,7,0,3,2,2,36,1,3,1,1,21394.53,21723.70,1,121,6,6,0.78
86032,9,2,2,50,,2,2,1,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,4,4,0,1,0,2,48,1,1,5,,16364.80,20913.06,1,128,3,3,0.52
86033,9,2,2,35,,1,1,1,,2,,1,1,,,2,5,1,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,2,18,1,2,,,21410.78,23106.08,2,122,3,3,0.41
86034,9,2,1,48,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,48,1,5,1,5,115634.34,116604.50,1,123,15,15,5.00
86035,9,2,1,37,,3,3,2,,2,,1,1,,,5,6,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,37,1,5,6,,147176.26,151729.85,1,130,15,15,5.00
86036,9,2,1,61,,1,1,1,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,61,1,2,1,4,8807.31,9115.82,1,128,3,3,0.82
86037,9,2,2,65,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,2,65,1,3,1,5,97397.89,101577.69,2,128,12,12,
86038,9,2,2,15,,3,3,1,185,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,6,6,0,4,0,1,41,1,4,1,4,72000.75,73774.46,1,133,15,15,4.30
86039,9,2,2,71,,3,3,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,76,1,4,1,3,99391.41,102896.89,2,121,15,15,5.00
86040,9,2,1,35,,1,1,1,,2,,1,1,,,3,4,,1,2,2,1,2,2,1,2,2,1,3,1,0,0,0,1,35,1,3,4,,36203.65,37635.72,2,127,12,4,1.26
86041,9,2,1,35,,2,2,1,,2,,2,2,3,,3,1,,2,2,2,2,2,2,1,2,2,2,6,6,0,2,1,1,33,2,3,6,,20493.48,22209.54,2,133,6,6,0.94
86042,9,2,1,2,,4,4,1,36,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,3,0,0,2,28,1,2,6,,6969.96,7327.08,1,119,1,1,0.05
86043,9,2,2,14,,3,3,1,174,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,7,7,1,4,0,2,34,1,3,1,3,45540.13,49480.51,1,125,7,7,1.09
86044,9,2,2,67,,3,3,1,,2,,1,1,,,2,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,67,1,2,3,,42282.53,42237.70,1,127,3,3,0.99
86045,9,2,2,9,,2,2,1,110,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,5,5,1,2,0,2,32,1,4,1,4,10892.32,11913.34,1,127,9,9,1.94
86046,9,1,1,9,,2,2,,,,,1,1,,3,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,2,28,1,4,1,4,12868.15,0.00,2,120,14,14,3.41
86047,9,2,2,80,,3,3,2,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,80,1,4,2,,27134.22,28836.23,1,131,4,4,1.53
86048,9,2,2,16,,3,3,1,203,,,1,1,,9,,,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,50,1,2,1,2,31603.11,33145.47,2,132,6,6,1.24
86049,9,2,2,13,,1,1,1,168,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,,6,6,1,4,0,2,31,1,2,3,,9319.03,9391.00,2,133,5,5,0.74
86050,9,2,2,39,,4,4,1,,1,2,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,6,6,2,2,0,1,43,2,4,1,5,24274.43,24320.60,2,132,7,7,1.07
86051,9,2,2,36,,4,4,2,,2,,1,1,,,5,5,2,1,2,2,1,2,2,,,,,2,2,0,1,0,2,36,1,5,5,,31001.76,30040.65,2,128,6,6,1.56
86052,9,2,1,59,,3,3,2,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,59,1,4,6,,34987.57,35880.83,1,130,5,2,0.68
86053,9,2,2,57,,1,1,1,,2,,2,1,7,,1,1,,2,2,2,2,2,2,1,2,2,2,2,2,0,0,1,1,60,2,4,1,1,13923.70,14569.21,2,133,9,9,3.75
86054,9,2,1,40,,4,4,2,,2,,2,1,4,,2,5,,1,2,2,,,,1,2,2,1,5,5,0,0,1,1,40,2,2,5,,26478.98,33202.30,2,123,,,
86055,9,2,1,80,,3,3,1,,1,1,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,1,80,1,4,2,,15589.17,16798.54,2,125,4,4,1.64
86056,9,2,2,33,,3,3,1,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,5,5,2,1,0,1,35,,,1,4,42836.76,44019.43,1,127,9,9,2.11
86057,9,2,1,46,,3,3,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,47,1,5,1,5,143441.60,148266.42,2,121,15,15,5.00
86058,9,2,2,51,,3,3,1,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,51,1,3,3,,134473.66,139438.75,1,127,7,7,3.74
86059,9,2,2,25,,5,6,1,,2,,2,1,4,,5,5,2,1,2,2,1,2,1,1,2,2,1,4,4,0,1,0,2,49,2,3,1,2,22583.06,23606.27,2,125,6,6,1.32
86060,9,2,2,68,,3,3,1,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,2,68,1,2,1,4,37327.61,37288.02,1,125,7,7,2.20
86061,9,2,1,37,,3,3,1,,2,,1,1,,,3,4,,1,2,2,1,2,2,1,2,2,1,3,1,0,1,0,1,37,1,3,4,,116866.73,119296.98,2,125,7,6,2.53
86062,9,2,1,80,,3,3,1,,1,2,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,2,80,1,4,1,4,14132.70,15102.79,2,132,7,7,2.75
86063,9,2,1,64,,3,3,1,,1,1,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,5,5,0,2,1,1,64,1,3,1,4,33363.11,33600.47,1,125,4,4,0.63
86064,9,2,1,2,,4,4,2,32,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,1,2,0,1,44,1,3,1,3,8100.50,8515.54,2,131,6,6,1.05
86065,9,2,1,69,,3,3,2,,1,1,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,69,1,3,1,4,32201.36,32161.81,2,126,6,6,2.03
86066,9,2,2,2,,4,4,2,28,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,1,1,0,1,38,1,4,1,3,7608.19,7908.40,2,129,4,4,0.69
86067,9,2,1,51,,2,2,1,,2,,2,2,7,,1,3,,2,2,2,1,2,2,1,2,2,1,4,3,0,0,0,1,51,2,1,3,,19910.10,20223.17,1,124,6,4,0.75
86068,9,2,1,20,,5,7,1,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,5,5,0,1,2,2,69,1,1,1,2,16388.71,16018.92,2,132,4,4,0.58
86069,9,2,2,63,,3,3,2,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,63,1,4,2,,32600.55,32565.98,2,132,4,4,1.53
86070,9,2,1,52,,4,4,2,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,4,1,0,1,1,2,69,1,2,2,,15242.65,14998.36,2,126,2,1,0.00
86071,9,2,2,38,,1,1,1,,2,,1,1,,,3,6,2,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,2,38,1,3,6,,27701.59,28976.69,2,121,7,7,1.23
86072,9,2,2,71,,3,3,1,,2,,1,1,,,4,2,,1,2,2,,,,1,2,2,,6,6,0,1,1,1,40,,,77,,83347.78,87008.94,2,125,,,
86073,9,2,2,10,,5,6,1,131,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,2,0,2,46,2,4,5,,12467.61,12773.91,2,132,10,10,3.57
86074,9,2,2,2,,4,4,1,26,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,1,0,2,36,1,4,5,,7358.79,7609.37,2,131,4,4,0.89
86075,9,2,1,3,,1,1,1,44,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,2,25,1,4,6,,16689.13,17213.04,1,121,4,4,0.97
86076,9,2,2,2,,4,4,2,33,,,1,1,,,,,,1,1,2,1,2,2,,,,,2,2,1,0,0,2,27,1,3,5,,6301.50,7245.02,2,126,3,3,0.86
86077,9,2,2,80,,3,3,2,,2,,1,1,,,5,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,80,1,5,2,,41459.22,45999.38,2,126,99,99,
86078,9,2,1,8,,4,4,1,97,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,,5,5,0,4,0,2,46,1,3,1,,9551.41,9812.22,1,133,6,6,0.89
86079,9,2,1,8,,4,4,1,98,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,7,7,1,4,0,2,31,1,4,5,,9648.36,10260.81,1,129,4,4,0.33
86080,9,1,2,27,,5,6,,,2,,2,1,2,,1,1,3,1,2,1,1,2,1,,,,,5,5,2,0,0,1,20,2,3,5,,13854.65,0.00,1,121,5,5,0.70
86081,9,2,1,4,,2,2,2,53,,,1,1,,,,,,2,1,2,2,2,2,,,,,6,6,1,3,0,1,30,,,1,1,19265.32,19701.62,1,132,4,4,0.58
86082,9,2,2,49,,2,2,1,,2,,2,1,6,,4,1,,2,2,2,2,2,2,2,2,2,2,4,4,0,0,0,1,48,2,3,1,4,22989.38,23361.70,1,124,10,10,2.68
86083,9,2,2,73,,3,3,2,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,73,1,4,2,,48239.80,50779.46,1,130,6,6,2.38
86084,9,2,2,10,,3,3,2,125,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,1,0,2,47,1,4,1,3,36376.85,41220.46,2,126,15,15,5.00
86085,9,2,2,19,,5,6,2,234,2,,2,1,5,13,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,1,0,1,49,2,2,1,5,17349.63,18898.64,1,132,10,10,2.97
86086,9,2,1,19,,1,1,2,230,2,,2,1,5,13,,,,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,19,2,3,,,19069.93,21434.25,1,129,1,1,0.02
86087,9,2,2,31,,1,1,2,,2,,1,1,,,4,6,2,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,33,2,2,6,,22381.03,23411.22,1,120,10,10,2.36
86088,9,2,2,80,,3,3,2,,2,,1,1,,,1,2,,1,2,2,1,2,2,1,1,2,,2,2,0,0,2,2,80,1,1,2,,40821.39,54083.91,2,126,9,9,3.81
86089,9,2,1,2,,3,3,2,33,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,6,2,2,0,2,46,1,5,1,9,19140.46,19689.51,1,130,12,12,
86090,9,2,2,26,,3,3,2,,2,,1,1,,,3,6,2,1,2,2,1,2,2,1,2,2,1,5,5,1,1,0,1,33,1,5,6,,54936.50,55594.91,2,126,15,15,4.22
86091,9,2,2,64,,1,1,1,,2,,2,2,7,,1,4,,2,2,2,2,2,2,2,2,1,2,1,1,0,0,1,2,64,2,1,4,,8842.35,10732.61,1,128,99,99,
86092,9,2,1,36,,1,1,2,,2,,2,2,4,,2,1,,2,2,2,2,2,2,2,2,1,2,5,5,2,1,0,1,36,2,2,1,1,24005.02,26015.12,1,129,99,99,
86093,9,2,2,66,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,1,2,1,67,1,4,1,4,140664.65,138195.85,2,124,15,15,5.00
86094,9,2,1,28,,5,6,2,,2,,2,1,6,,5,6,,1,2,2,1,2,2,1,2,2,1,6,6,2,2,0,1,28,2,5,6,,17866.92,16890.25,2,124,7,7,1.07
86095,9,2,1,9,,5,6,2,119,,,2,1,2,3,,,,1,1,1,1,2,1,1,2,2,1,6,6,3,1,0,2,35,2,1,1,2,8363.11,8547.04,1,132,6,6,1.01
86096,9,2,1,49,,5,6,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,4,4,2,0,0,1,49,1,5,1,5,15219.22,15946.24,2,119,15,15,5.00
86097,9,2,2,80,,3,3,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,80,1,3,1,4,42079.08,44348.07,2,121,4,4,1.21
86098,9,2,1,56,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,52,1,5,1,3,150976.23,156895.65,2,124,15,15,5.00
86099,9,2,1,0,5,1,1,2,6,,,1,1,,,,,,2,1,2,2,2,2,,,,,6,6,2,0,0,1,47,2,3,1,3,8566.13,9050.78,1,132,14,14,2.67
86100,9,2,1,33,,1,1,1,,2,,2,2,4,,2,1,,2,2,2,2,2,2,1,2,2,2,6,6,1,3,0,2,36,2,2,1,2,26689.38,27745.10,1,128,4,4,0.48
86101,9,2,2,14,,3,3,1,170,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,6,6,0,4,0,1,41,1,3,1,4,60895.49,62547.19,2,132,14,14,2.46
86102,9,2,2,52,,3,3,2,,2,,1,1,,,4,3,,1,2,2,1,2,2,,,,,1,1,0,0,0,2,52,1,4,3,,39140.07,38896.44,2,130,3,3,0.97
86103,9,2,1,46,,4,4,2,,2,,2,1,6,,3,1,,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,46,2,3,1,3,20131.65,19809.01,1,129,77,77,
86104,9,2,1,53,,4,4,2,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,,1,1,0,0,0,1,53,1,3,5,,22476.25,22116.03,1,126,1,1,0.04
86105,9,2,2,23,,4,4,1,,2,,2,2,3,,5,5,2,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,2,21,2,4,5,,34850.60,35205.68,2,132,3,3,0.69
86106,9,2,1,2,,2,2,1,36,,,1,1,,,,,,2,1,2,1,2,2,,,,,3,3,1,0,0,1,28,2,5,1,5,12789.86,14232.61,2,132,8,8,2.38
86107,9,2,1,5,,4,4,2,69,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,3,0,0,2,26,1,2,6,,9990.24,10168.41,2,126,3,3,0.42
86108,9,2,1,14,,4,4,2,176,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,48,1,3,4,,16680.63,16648.92,2,129,9,9,2.47
86109,9,2,1,64,,3,3,2,,2,,1,1,,,5,4,,1,2,2,1,2,2,1,2,2,1,3,2,0,0,1,1,64,1,5,4,,118600.43,117472.44,1,123,15,15,5.00
86110,9,2,2,20,,1,1,1,,2,,1,1,,,3,5,1,1,2,2,2,2,2,1,2,2,1,6,6,0,1,0,2,54,2,4,1,2,22638.52,22986.82,1,133,14,14,2.76
86111,9,2,1,12,,5,6,1,155,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,2,0,2,45,2,5,1,5,10735.08,10356.07,2,122,15,15,5.00
86112,9,2,1,80,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,2,75,1,2,1,3,13953.98,15844.65,2,131,5,5,1.35
86113,9,2,2,47,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,,,,,5,5,0,1,0,1,45,1,3,1,5,83092.74,82198.31,2,128,15,15,5.00
86114,9,2,2,3,,4,4,1,44,,,2,1,2,,,,,1,1,1,1,2,1,,,,,7,7,3,2,0,1,35,2,1,1,1,9888.16,9951.75,2,121,6,6,0.68
86115,9,2,2,12,,2,2,1,147,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,1,0,2,49,1,5,2,,14258.14,14232.07,1,124,10,10,3.63
86116,9,2,1,16,,2,2,2,202,,,2,1,3,12,,,,1,2,2,2,2,2,1,2,2,1,4,4,0,2,0,1,54,2,3,1,4,17296.66,17132.77,2,119,99,99,
86117,9,2,2,7,,4,4,1,90,,,1,1,,1,,,,1,1,2,1,2,2,,,,,6,6,0,4,0,1,31,1,4,5,,11844.92,11904.39,2,131,8,8,1.38
86118,9,2,2,70,,1,1,1,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,70,1,3,2,,11053.35,11578.99,1,121,2,2,0.81
86119,9,2,1,15,,5,7,1,186,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,6,6,2,2,0,1,43,2,4,1,5,15827.91,15763.09,2,132,7,7,1.07
